,year,month,metro,city,houseCnt,powerUsage,bill
21,2013,07,서울특별시,동대문구,168841,226.23,29016
22,2013,07,서울특별시,강서구,229382,235.87,30321
23,2013,07,서울특별시,양천구,177756,264.56,35936
24,2013,07,서울특별시,광진구,167273,227.94,31855
0,2013,07,부산광역시,동구,47893,192.13,22345
1,2013,07,부산광역시,서구,58833,189.33,22174
2,2013,07,부산광역시,부산진구,179936,226.78,27174
3,2013,07,부산광역시,금정구,116163,219.91,26905
4,2013,07,부산광역시,동래구,113667,242.64,30213
5,2013,07,부산광역시,남구,132106,233.19,28674
6,2013,07,부산광역시,중구,27027,172.12,20093
7,2013,07,부산광역시,영도구,62110,213.4,24306
8,2013,07,부산광역시,해운대구,175467,269.77,37691
9,2013,07,부산광역시,북구,120210,257.26,29970
10,2013,07,부산광역시,연제구,89584,239.84,29305
11,2013,07,부산광역시,수영구,79538,230.41,28380
12,2013,07,부산광역시,사상구,102769,231.24,26044
13,2013,07,부산광역시,기장군,37780,209.83,24615
14,2013,07,부산광역시,강서구,30672,219.81,27943
15,2013,07,부산광역시,사하구,146104,230.5,26865
0,2013,07,대구광역시,동구,149995,225.86,26640
1,2013,07,대구광역시,서구,101398,205.59,24415
2,2013,07,대구광역시,수성구,183150,267.38,37167
3,2013,07,대구광역시,달성군,65078,237.82,27428
4,2013,07,대구광역시,달서구,250275,246.14,29875
5,2013,07,대구광역시,중구,42825,201.38,27090
6,2013,07,대구광역시,남구,88914,197.95,23856
7,2013,07,대구광역시,북구,184901,249.78,30028
0,2013,07,인천광역시,중구,24100,261.87,28420
1,2013,07,인천광역시,동구,11569,325.36,39411
2,2013,07,인천광역시,남구,37605,322.99,40775
3,2013,07,인천광역시,부평구,87613,301.42,36774
4,2013,07,인천광역시,옹진군,4092,163.37,19806
5,2013,07,인천광역시,서구,91159,307.57,38990
6,2013,07,인천광역시,남동구,97838,294.3,37303
7,2013,07,인천광역시,계양구,51383,299.67,35644
8,2013,07,인천광역시,연수구,73872,295.37,41041
9,2013,07,인천광역시,강화군,1509,330.41,39283
0,2013,07,광주광역시,광산구,160723,237.48,26723
1,2013,07,광주광역시,남구,92787,245.79,30296
2,2013,07,광주광역시,동구,55018,191.65,22817
3,2013,07,광주광역시,서구,137887,238.01,28014
4,2013,07,광주광역시,북구,202009,226.8,26039
0,2013,07,대전광역시,중구,115586,231.46,27709
1,2013,07,대전광역시,유성구,138701,233.42,28765
2,2013,07,대전광역시,서구,218600,227.69,25755
3,2013,07,대전광역시,동구,125701,206.72,22917
4,2013,07,대전광역시,대덕구,91288,217.55,24138
0,2013,07,울산광역시,중구,97518,237.98,29998
1,2013,07,울산광역시,남구,150901,242.07,30061
2,2013,07,울산광역시,울주군,94180,216.77,24909
3,2013,07,울산광역시,북구,69257,269.14,32526
4,2013,07,울산광역시,동구,72354,237.44,28335
0,2013,07,경기도,광명시,125962,249.96,29901
1,2013,07,경기도,과천시,24081,260.37,34079
2,2013,07,경기도,용인시 처인구,89354,221.05,28567
3,2013,07,경기도,김포시,78113,304.83,39224
4,2013,07,경기도,수원시 장안구,120448,237.39,29187
5,2013,07,경기도,구리시,69464,259.78,32846
6,2013,07,경기도,가평군,29503,194.91,24373
7,2013,07,경기도,이천시,83326,231.52,28219
8,2013,07,경기도,부천시 원미구,82016,306.27,41768
9,2013,07,경기도,성남시 수정구,106347,205.31,24949
10,2013,07,경기도,수원시 영통구,118734,243.36,30387
11,2013,07,경기도,고양시 일산동구,109985,280.24,40464
12,2013,07,경기도,여주시,48242,216.95,26270
13,2013,07,경기도,시흥시,74284,308.57,35622
14,2013,07,경기도,광주시,117219,238.54,31413
15,2013,07,경기도,연천군,20599,197.14,23676
16,2013,07,경기도,고양시 일산서구,104621,265.45,34749
17,2013,07,경기도,용인시 수지구,113609,288.1,40696
18,2013,07,경기도,안산시 상록구,167946,215.84,26000
19,2013,07,경기도,포천시,65823,215.72,25917
20,2013,07,경기도,성남시 중원구,105852,224.33,27581
21,2013,07,경기도,성남시 분당구,179629,283.92,42967
22,2013,07,경기도,수원시 권선구,138025,238.34,29302
23,2013,07,경기도,용인시 기흥구,140195,271.12,37061
24,2013,07,경기도,동두천시,43210,241.96,29263
25,2013,07,경기도,오산시,88608,230.14,26686
26,2013,07,경기도,군포시,105649,239.48,29168
27,2013,07,경기도,남양주시,218493,264.22,33534
28,2013,07,경기도,하남시,51736,266.93,35240
29,2013,07,경기도,화성시,209227,245.24,31414
30,2013,07,경기도,양평군,46997,210.11,27765
31,2013,07,경기도,안양시 동안구,128228,254.98,33178
32,2013,07,경기도,의정부시,166134,251.91,30323
33,2013,07,경기도,평택시,204411,219.82,26806
34,2013,07,경기도,양주시,66650,259.01,31214
35,2013,07,경기도,안성시,85716,216.13,24798
36,2013,07,경기도,안산시 단원구,151536,217.09,25465
37,2013,07,경기도,부천시 오정구,8093,340.87,42963
38,2013,07,경기도,안양시 만안구,99728,238.41,29275
39,2013,07,경기도,의왕시,58104,255.52,31636
40,2013,07,경기도,파주시,156108,244.31,30172
41,2013,07,경기도,부천시 소사구,29852,333.85,42507
42,2013,07,경기도,수원시 팔달구,98746,214.89,26686
43,2013,07,경기도,고양시 덕양구,145170,243.88,29896
0,2013,07,강원도,횡성군,22280,186.75,21334
1,2013,07,강원도,철원군,21118,200.63,24410
2,2013,07,강원도,화천군,11134,182.88,20843
3,2013,07,강원도,홍천군,34886,192.66,22103
4,2013,07,강원도,동해시,44931,204.61,22267
5,2013,07,강원도,태백시,23486,184.77,19564
6,2013,07,강원도,평창군,25709,167.81,19028
7,2013,07,강원도,고성군,14967,175.74,19494
8,2013,07,강원도,강릉시,105299,205.72,23123
9,2013,07,강원도,정선군,20416,176.15,19450
10,2013,07,강원도,삼척시,36692,187.31,20681
11,2013,07,강원도,영월군,20055,184.15,20766
12,2013,07,강원도,인제군,16406,174.0,19925
13,2013,07,강원도,춘천시,129990,219.54,25436
14,2013,07,강원도,양구군,10128,186.71,20679
15,2013,07,강원도,양양군,16123,166.66,18610
16,2013,07,강원도,원주시,146562,217.78,24685
17,2013,07,강원도,속초시,39156,207.99,22101
0,2013,07,충청북도,영동군,25895,179.18,19922
1,2013,07,충청북도,청주시 상당구,109045,219.27,25722
2,2013,07,충청북도,단양군,15929,176.25,19807
3,2013,07,충청북도,옥천군,24432,189.55,21119
4,2013,07,충청북도,괴산군,19496,181.76,21457
5,2013,07,충청북도,음성군,44736,196.04,21957
6,2013,07,충청북도,청원군,73733,207.67,23918
7,2013,07,충청북도,증평군,17041,196.12,22617
8,2013,07,충청북도,충주시,103444,202.64,23318
9,2013,07,충청북도,제천시,64028,203.4,22097
10,2013,07,충청북도,진천군,32077,196.63,21990
11,2013,07,충청북도,청주시 흥덕구,196870,225.69,27530
12,2013,07,충청북도,보은군,17303,175.12,19842
0,2013,07,충청남도,아산시,122403,213.45,24040
1,2013,07,충청남도,보령시,49076,201.36,22917
2,2013,07,충청남도,천안시 동남구,116205,215.95,25076
3,2013,07,충청남도,금산군,28326,174.98,19661
4,2013,07,충청남도,연기군,26,22.42,1650
5,2013,07,충청남도,예산군,40778,197.94,22749
6,2013,07,충청남도,태안군,30181,186.33,21222
7,2013,07,충청남도,서산시,80471,207.28,23432
8,2013,07,충청남도,부여군,34326,192.44,22242
9,2013,07,충청남도,홍성군,45026,193.12,21755
10,2013,07,충청남도,당진시,85512,202.19,23424
11,2013,07,충청남도,계룡시,15387,265.82,31150
12,2013,07,충청남도,논산시,60668,190.43,21410
13,2013,07,충청남도,청양군,16802,170.84,18902
14,2013,07,충청남도,공주시,55387,200.25,22992
15,2013,07,충청남도,천안시 서북구,149466,220.68,25288
16,2013,07,충청남도,서천군,29938,185.6,21126
0,2013,07,전라북도,무주군,13286,169.69,18711
1,2013,07,전라북도,장수군,11446,166.1,17599
2,2013,07,전라북도,군산시,130743,217.35,24576
3,2013,07,전라북도,남원시,42701,184.51,20507
4,2013,07,전라북도,임실군,14612,164.99,17811
5,2013,07,전라북도,순창군,14439,168.76,18647
6,2013,07,전라북도,전주시 완산구,161668,236.77,28429
7,2013,07,전라북도,완주군,39739,203.78,22964
8,2013,07,전라북도,전주시 덕진구,129552,227.66,26885
9,2013,07,전라북도,진안군,12905,161.81,17539
10,2013,07,전라북도,고창군,29487,181.28,20511
11,2013,07,전라북도,익산시,141153,214.71,24140
12,2013,07,전라북도,정읍시,55714,198.05,21806
13,2013,07,전라북도,김제시,42254,197.4,23808
14,2013,07,전라북도,부안군,27337,191.43,21891
0,2013,07,전라남도,신안군,21404,158.5,19135
1,2013,07,전라남도,보성군,23667,172.63,19055
2,2013,07,전라남도,함평군,17542,167.73,18438
3,2013,07,전라남도,완도군,26214,182.65,21898
4,2013,07,전라남도,여수시,131458,217.39,25408
5,2013,07,전라남도,담양군,20772,176.23,20354
6,2013,07,전라남도,고흥군,39072,173.85,19580
7,2013,07,전라남도,화순군,31382,188.74,20029
8,2013,07,전라남도,영암군,31701,170.11,17597
9,2013,07,전라남도,영광군,28135,178.18,19825
10,2013,07,전라남도,순천시,121330,228.13,26894
11,2013,07,전라남도,나주시,42087,175.02,18523
12,2013,07,전라남도,강진군,19853,171.96,19214
13,2013,07,전라남도,해남군,36271,182.18,20667
14,2013,07,전라남도,장성군,21631,172.71,18978
15,2013,07,전라남도,진도군,17189,166.32,18738
16,2013,07,전라남도,목포시,107577,224.19,25804
17,2013,07,전라남도,광양시,70654,208.94,23807
18,2013,07,전라남도,곡성군,15769,168.43,18636
19,2013,07,전라남도,구례군,13985,172.82,19027
20,2013,07,전라남도,장흥군,21131,171.86,19104
21,2013,07,전라남도,무안군,36619,202.35,23892
0,2013,07,경상북도,의성군,31322,162.97,17928
1,2013,07,경상북도,칠곡군,56620,207.38,23438
2,2013,07,경상북도,포항시 남구,122710,209.75,24897
3,2013,07,경상북도,김천시,61296,194.88,21871
4,2013,07,경상북도,청송군,14808,160.5,17329
5,2013,07,경상북도,봉화군,18095,158.7,16952
6,2013,07,경상북도,구미시,193952,219.18,25215
7,2013,07,경상북도,상주시,52683,169.49,18349
8,2013,07,경상북도,군위군,12649,152.85,16766
9,2013,07,경상북도,영주시,53300,194.1,21914
10,2013,07,경상북도,영양군,10156,169.32,18897
11,2013,07,경상북도,울진군,29157,176.11,19850
12,2013,07,경상북도,영천시,48899,182.11,19386
13,2013,07,경상북도,경산시,136625,194.78,20657
14,2013,07,경상북도,경주시,136739,193.21,22707
15,2013,07,경상북도,안동시,81527,195.99,21459
16,2013,07,경상북도,문경시,36927,186.38,20867
17,2013,07,경상북도,청도군,23132,157.93,17018
18,2013,07,경상북도,고령군,16530,182.04,19663
19,2013,07,경상북도,성주군,20772,167.61,19655
20,2013,07,경상북도,예천군,25103,170.93,18941
21,2013,07,경상북도,포항시 북구,123303,223.71,26754
22,2013,07,경상북도,영덕군,21432,169.46,18912
23,2013,07,경상북도,울릉군,4478,165.75,19732
0,2013,07,경상남도,김해시,213840,239.67,28336
1,2013,07,경상남도,창원시 성산구,94126,264.65,32064
2,2013,07,경상남도,진주시,157024,215.64,25270
3,2013,07,경상남도,통영시,66608,206.51,24326
4,2013,07,경상남도,함안군,33221,200.54,23303
5,2013,07,경상남도,창원시 의창구,115768,213.4,26844
6,2013,07,경상남도,밀양시,54687,188.36,21599
7,2013,07,경상남도,고성군,30444,178.06,20083
8,2013,07,경상남도,거제시,106291,1053.69,485220
9,2013,07,경상남도,하동군,25513,163.3,18011
10,2013,07,경상남도,산청군,19392,156.58,17069
11,2013,07,경상남도,창원시 마산회원구,93782,230.3,26875
12,2013,07,경상남도,의령군,16489,151.99,16312
13,2013,07,경상남도,창녕군,33892,170.62,18775
14,2013,07,경상남도,함양군,22502,167.72,18413
15,2013,07,경상남도,거창군,31761,179.73,19888
16,2013,07,경상남도,남해군,26142,166.5,18957
17,2013,07,경상남도,창원시 마산합포구,83903,216.74,25998
18,2013,07,경상남도,창원시 진해구,81292,229.53,27470
19,2013,07,경상남도,사천시,56170,200.46,22253
20,2013,07,경상남도,양산시,120698,223.98,25485
21,2013,07,경상남도,합천군,27409,152.84,16577
0,2013,07,제주특별자치도,서귀포시,64429,211.05,26998
1,2013,07,제주특별자치도,제주시,187302,218.97,27370
0,2013,08,서울특별시,광진구,167357,271.75,46795
1,2013,08,서울특별시,동대문구,169010,265.83,41068
2,2013,08,서울특별시,서대문구,139734,273.67,42890
3,2013,08,서울특별시,강남구,240182,348.78,75578
4,2013,08,서울특별시,강동구,184949,293.81,47077
5,2013,08,서울특별시,중랑구,172495,273.8,41958
6,2013,08,서울특별시,금천구,108658,253.31,35996
7,2013,08,서울특별시,성동구,125588,299.69,46855
8,2013,08,서울특별시,도봉구,137364,299.5,44510
9,2013,08,서울특별시,마포구,173100,284.15,50331
10,2013,08,서울특별시,영등포구,177049,279.8,45840
11,2013,08,서울특별시,관악구,260530,238.93,33045
12,2013,08,서울특별시,서초구,167985,367.83,84052
13,2013,08,서울특별시,용산구,115629,322.19,69854
14,2013,08,서울특별시,강서구,229336,281.57,44449
15,2013,08,서울특별시,구로구,179482,283.15,42718
16,2013,08,서울특별시,송파구,249608,311.82,55148
17,2013,08,서울특별시,동작구,177796,267.41,42089
18,2013,08,서울특별시,양천구,177726,314.69,52100
19,2013,08,서울특별시,노원구,215409,302.69,41483
20,2013,08,서울특별시,종로구,79605,266.69,49985
21,2013,08,서울특별시,중구,61949,282.4,51964
22,2013,08,서울특별시,강북구,142965,264.08,39197
23,2013,08,서울특별시,성북구,198409,281.85,46142
24,2013,08,서울특별시,은평구,201605,277.2,44070
0,2013,08,부산광역시,남구,131916,290.03,45818
1,2013,08,부산광역시,중구,26972,211.24,30961
2,2013,08,부산광역시,부산진구,180334,286.82,44597
3,2013,08,부산광역시,동래구,113396,322.81,57101
4,2013,08,부산광역시,강서구,30638,273.21,43950
5,2013,08,부산광역시,기장군,37847,254.59,37219
6,2013,08,부산광역시,금정구,116012,288.92,48787
7,2013,08,부산광역시,사상구,102676,296.89,43872
8,2013,08,부산광역시,서구,58995,229.62,33604
9,2013,08,부산광역시,북구,120073,326.85,50733
10,2013,08,부산광역시,해운대구,175521,340.55,63449
11,2013,08,부산광역시,수영구,79664,298.95,49761
12,2013,08,부산광역시,사하구,145849,284.88,41966
13,2013,08,부산광역시,동구,47831,244.17,37995
14,2013,08,부산광역시,영도구,62096,246.09,33167
15,2013,08,부산광역시,연제구,89361,317.36,53973
0,2013,08,대구광역시,북구,185310,314.04,49087
1,2013,08,대구광역시,수성구,182804,339.89,62608
2,2013,08,대구광역시,달서구,250182,320.09,52583
3,2013,08,대구광역시,중구,42711,262.79,47486
4,2013,08,대구광역시,서구,101103,276.1,45967
5,2013,08,대구광역시,달성군,65139,296.84,43570
6,2013,08,대구광역시,남구,88722,262.5,43566
7,2013,08,대구광역시,동구,151226,287.29,45007
0,2013,08,인천광역시,남동구,97967,346.66,52505
1,2013,08,인천광역시,연수구,73870,366.18,67383
2,2013,08,인천광역시,옹진군,4177,213.59,34938
3,2013,08,인천광역시,남구,37755,380.63,57968
4,2013,08,인천광역시,중구,24100,307.49,38886
5,2013,08,인천광역시,동구,11569,371.35,51188
6,2013,08,인천광역시,서구,91189,363.25,55272
7,2013,08,인천광역시,부평구,87823,355.67,52065
8,2013,08,인천광역시,계양구,51381,356.85,50973
9,2013,08,인천광역시,강화군,1509,376.35,49959
0,2013,08,광주광역시,서구,137725,291.73,42666
1,2013,08,광주광역시,광산구,160884,291.84,40331
2,2013,08,광주광역시,남구,92356,304.35,47843
3,2013,08,광주광역시,북구,201324,280.71,40577
4,2013,08,광주광역시,동구,55299,234.51,34492
0,2013,08,대전광역시,동구,125484,249.73,33782
1,2013,08,대전광역시,유성구,139267,280.68,42324
2,2013,08,대전광역시,중구,115362,276.62,40419
3,2013,08,대전광역시,서구,218662,276.05,37958
4,2013,08,대전광역시,대덕구,91150,262.11,35041
0,2013,08,울산광역시,북구,69570,345.0,55198
1,2013,08,울산광역시,동구,72390,288.84,42781
2,2013,08,울산광역시,울주군,94307,274.53,40477
3,2013,08,울산광역시,중구,97760,321.56,57704
4,2013,08,울산광역시,남구,151701,331.23,59200
0,2013,08,경기도,의정부시,166731,288.18,40229
1,2013,08,경기도,동두천시,43200,275.33,38950
2,2013,08,경기도,용인시 처인구,89572,252.21,36855
